Cygnus version: 0.28.0.7,File version: 2021.11
Operative system: Windows
Record datetime: 2025-09-24 17:13:40.405
Device ID: STEEG_DG329018
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 500 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.072,211093,14692.3,208153.03,13930.5,58820.8,10659.15,26816.54,31688.26,23515.72,9523.34,10757.74,9372.11,10563.29,13624.48,19247.92,21752.55,9605.88,8059.2,7982.35,8329.19,8305.4,17087.11,22250.72,-220.76,1504.99,16235.29,11695.81,15054.26,11043.08,17167.26,162413.1,103759.48,17262.54,,,,,
0.074,211094,14366.2,208021.5,13763.44,58812.4,10581.12,26687.57,31630.1,23444.73,9442.81,10692.34,9224.86,10483.2,13524.39,19162.56,21640.43,9526.39,8020.67,7955.03,8250.32,8238.32,17057.78,22173.08,-34.71,1343.74,16262.55,11732.03,15072.01,11054.97,17071.04,162422.1,103750.58,17229.53,,,,,
0.076,211095,14439.68,208043.12,13833.55,58817.2,10608.17,26740.01,31651.71,23476.46,9486.67,10722.99,9273.77,10507.3,13572.86,19207.66,21685.61,9533.57,8057.8,7973.69,8303.48,8273.19,17093.09,22198.04,-341.78,1651.82,16265.51,11732.6,15076.09,11067.29,17125.91,162427.26,103771.07,17253.3,,,,,
0.078,211096,14898.74,208176.94,14104.2,58830.99,10730.57,26959.4,31742.64,23602.53,9629.91,10835.78,9506.45,10627.52,13758.09,19369.66,21874.29,9625.31,8159.94,8033.7,8472.75,8401.65,17177.47,22322.06,-1036.13,1311.48,16245.61,11699.78,15064.88,11080.42,17323.16,162431.63,103817.28,17335.61,,,,,
0.080,211097,15477.23,208306.86,14408.77,58842.23,10877.45,27217.59,31845.81,23749.86,9781.66,10964.96,9788.8,10774.42,13975.15,19556.59,22102.13,9750.69,8274.03,8102.78,8666.27,8553.48,17267.25,22474.7,-1725.41,248.05,16217.44,11656.35,15046.47,11091.91,17559.82,162437.49,103868.52,17439.36,,,,,
0.082,211098,15834.62,208385.79,14578.96,58845.45,10963.93,27360.05,31903.23,23829.39,9859.55,11037.43,9953.21,10863.02,14091.72,19656.03,22235.16,9840.01,8329.28,8138.18,8766.72,8636.08,17310.66,22563.09,-1974.64,-49.27,16193.63,11623.81,15030.51,11089.11,17687.58,162436.18,103890.21,17494.9,,,,,
0.084,211099,15792.57,208417.31,14542.87,58842.58,10947.26,27317.55,31891.58,23801.93,9835.01,11018.3,9917.42,10849.15,14047.83,19617.19,22202.43,9846.04,8292.47,8119.92,8718.58,8604.27,17281.81,22541.62,-1658.19,949.58,16182.81,11614.36,15023.46,11068.1,17631.15,162422.76,103865.42,17463.02,,,,,
0.086,211100,15401.49,208365.28,14324.94,58834.41,10841.86,27128.03,31819.91,23691.62,9722.72,10921.22,9715.63,10745.84,13881.82,19472.12,22031.79,9767.0,8191.85,8062.89,8559.74,8485.22,17198.92,22431.97,-1009.01,1842.33,16193.08,11634.59,15029.2,11046.02,17439.83,162409.04,103813.62,17372.99,,,,,
0.088,211101,14860.19,208207.46,14022.9,58820.91,10701.16,26887.38,31719.27,23555.16,9569.63,10794.65,9451.65,10605.66,13681.84,19297.36,21815.45,9644.47,8086.18,7999.38,8378.52,8344.87,17109.57,22292.18,-376.51,1671.86,16223.5,11679.32,15046.85,11041.02,17225.38,162408.55,103768.81,17284.09,,,,,
0.090,211102,14434.25,208042.21,13794.09,58809.15,10595.93,26710.94,31640.77,23457.17,9456.15,10703.78,9253.79,10499.05,13542.03,19176.91,21661.12,9543.51,8025.21,7959.16,8262.14,8249.93,17060.24,22188.2,-43.15,1326.31,16255.83,11723.43,15067.04,11050.82,17086.88,162417.62,103750.14,17234.04,,,,,
