Serial Number,Fp1,Fp2,AF3,AF4,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T7,C3,Cz,C4,T8,TP7,CP3,CPz,CP4,TP8,P7,P3,Pz,P4,P8,O1,Oz,O2
1889576,9106.06,6884.07,9001.94,2525.43,24179.04,3103.23,11357.64,812.49,10915.3,9536.95,10506.84,8618.3,-3075.64,18421.55,-2205.76,2980.74,2108.62,7419.21,7072.14,7693.83,5731.79,5665.32,350.65,21186.91,10148.23,3675.92,4399.85,2249.84,5988.12,5498.66,10312.2,5955.22
1889577,9107.13,6876.47,9005.61,2533.48,24207.74,3108.1,11363.81,824.6,10921.2,9554.74,10505.36,8622.95,-3061.83,18473.36,-2210.23,2975.15,2113.58,7430.12,7165.12,7711.84,5721.73,5667.02,350.88,21285.97,10103.44,3663.41,4403.03,2240.58,5968.05,5500.14,10289.89,5907.25
1889578,9121.97,6929.71,9021.25,2533.7,24208.64,3118.29,11377.22,831.53,10930.45,9542.67,10516.76,8637.52,-3045.69,18518.91,-2196.6,2984.99,2128.87,7449.17,7241.79,7758.78,5728.71,5680.79,366.52,21370.01,10091.77,3662.6,4414.47,2254.89,5947.4,5502.91,10280.6,5884.86
1889579,9093.99,6940.8,8994.65,2493.69,24175.16,3092.54,11351.38,793.84,10887.53,9518.62,10494.28,8609.36,-3084.81,18444.17,-2222.39,2967.55,2104.51,7401.96,7112.82,7735.04,5716.46,5659.6,331.43,21157.49,10121.36,3656.48,4409.15,2247.87,5945.25,5487.0,10289.13,5908.15
1889580,9093.18,6949.92,8994.61,2495.8,24171.27,3088.97,11357.1,807.52,10905.1,9521.75,10490.08,8610.74,-3071.53,18448.64,-2239.15,2961.92,2109.51,7414.16,7108.7,7701.92,5712.97,5664.78,350.79,21157.09,10121.9,3658.94,4425.47,2271.56,5975.78,5504.65,10348.32,5991.97
1889581,9098.68,6945.27,8998.5,2497.05,24186.87,3092.72,11357.19,810.74,10920.39,9539.41,10497.05,8610.65,-3072.87,18440.46,-2205.13,2975.15,2110.32,7405.67,7089.08,7747.07,5732.91,5664.02,336.04,21078.5,10192.98,3678.56,4419.61,2248.85,5926.65,5519.85,10346.35,6025.09
1889582,9112.23,6942.32,9010.35,2506.26,24201.8,3105.95,11363.14,815.62,10925.49,9550.27,10510.15,8619.32,-3069.88,18447.52,-2193.02,2990.04,2118.86,7407.37,7130.61,7750.47,5747.26,5673.14,334.87,21122.89,10161.28,3703.28,4430.03,2243.44,5977.8,5519.0,10312.38,5998.31
1889583,9106.95,6918.76,9002.66,2498.57,24190.98,3093.88,11350.35,797.6,10901.44,9525.02,10491.01,8606.9,-3087.13,18433.98,-2240.18,2958.52,2104.1,7395.52,7117.42,7652.25,5701.44,5658.17,324.5,21177.12,9992.79,3649.55,4421.58,2233.21,5998.76,5616.9,10347.2,6003.41
1889584,9116.29,6936.01,9008.6,2507.55,24205.42,3103.63,11357.19,802.16,10907.38,9538.2,10503.93,8617.31,-3079.4,18458.7,-2220.15,2972.6,2113.94,7408.26,7118.09,7680.73,5718.52,5667.2,332.77,21189.19,10070.31,3659.79,4416.48,2235.09,5971.63,5595.94,10331.02,5964.43
1889585,9118.35,6950.23,9010.03,2500.09,24216.01,3110.74,11360.54,803.81,10908.68,9551.17,10514.13,8623.17,-3074.62,18481.67,-2178.45,2987.8,2122.39,7416.76,7128.73,7706.35,5735.19,5674.17,338.99,21212.48,10122.84,3669.84,4415.32,2237.01,5977.66,5529.42,10295.84,5899.97
1889586,9096.76,6926.76,8990.81,2479.97,24197.73,3091.51,11342.12,781.77,10884.32,9537.18,10497.18,8604.39,-3096.66,18462.0,-2169.46,2974.93,2104.33,7393.33,7087.34,7688.02,5721.51,5655.44,313.1,21173.63,10086.18,3659.47,4403.61,2213.31,5971.05,5495.31,10291.41,5873.01
1889587,9119.87,6952.55,9016.96,2512.69,24217.31,3114.63,11373.82,817.9,10920.21,9553.63,10521.77,8634.88,-3060.36,18502.91,-2175.81,2997.95,2133.83,7423.24,7102.98,7716.14,5745.74,5682.66,340.37,21162.68,10111.44,3680.57,4436.55,2245.32,5974.04,5524.9,10343.85,5911.1
1889588,9121.34,6959.8,9022.64,2521.54,24220.39,3117.17,11384.82,832.87,10930.67,9551.71,10528.25,8644.05,-3041.8,18512.34,-2202.99,3000.45,2143.8,7443.18,7157.07,7747.29,5754.28,5690.58,362.72,21226.69,10162.89,3688.66,4446.48,2267.63,5982.58,5527.45,10372.55,5948.65
1889589,9102.79,6935.21,9005.52,2500.04,24198.4,3098.35,11368.95,816.33,10904.66,9523.14,10513.1,8626.61,-3059.82,18466.25,-2216.89,2984.36,2127.39,7427.62,7144.11,7758.47,5743.82,5674.39,355.66,21258.92,10198.92,3684.42,4435.35,2266.42,5982.76,5496.16,10374.52,5970.51
1889590,9101.54,6921.58,9002.75,2490.07,24185.57,3094.33,11365.42,815.88,10898.4,9514.2,10509.61,8621.87,-3064.65,18451.9,-2208.49,2978.06,2120.15,7419.84,7124.8,7728.29,5733.4,5668.22,353.87,21222.36,10126.59,3679.14,4432.44,2271.21,5962.73,5542.47,10400.98,5999.97
1889591,9131.0,6925.96,9031.62,2529.23,24210.92,3125.27,11391.48,831.26,10924.33,9558.19,10541.04,8649.72,-3042.25,18456.24,-2153.19,3010.42,2144.83,7443.04,7115.1,7739.6,5762.01,5692.27,370.28,21268.98,10093.78,3708.74,4451.26,2274.25,5987.54,5630.76,10424.99,6007.75
1889592,9115.0,6898.15,9014.5,2526.33,24194.24,3113.51,11377.75,820.35,10913.37,9542.9,10528.3,8639.44,-3051.06,18444.57,-2194.81,2996.43,2132.22,7434.77,7059.93,7724.36,5751.24,5679.18,355.08,21227.41,10129.77,3696.71,4428.24,2253.99,5969.66,5604.03,10392.8,5958.66
1889593,9083.79,6875.84,8980.62,2485.83,24173.99,3085.17,11341.54,777.44,10856.82,9516.84,10499.55,8606.9,-3099.34,18442.92,-2244.65,2962.41,2099.99,7385.73,7088.9,7730.08,5718.65,5644.89,304.7,21139.92,10100.17,3653.75,4381.84,2202.59,5927.41,5500.27,10301.56,5835.41
1889594,9087.06,6904.77,8988.31,2472.15,24184.68,3092.36,11346.42,773.42,10844.44,9534.49,10504.65,8610.74,-3098.35,18453.06,-2245.72,2964.87,2103.57,7386.85,7114.25,7680.33,5716.59,5648.24,307.52,21181.36,10047.69,3646.64,4384.65,2207.28,5946.5,5471.22,10296.82,5818.02
1889595,9089.92,6927.48,9013.52,2520.74,24205.78,3117.58,11378.47,814.86,10905.55,9535.52,10529.95,8642.61,-3050.83,18486.95,-2195.16,2993.57,2138.21,7438.57,7060.96,7690.74,5748.24,5682.66,356.87,21172.51,10110.1,3679.63,4425.82,2260.97,6001.94,5490.12,10331.38,5857.23
1889596,9100.47,6922.25,9019.47,2535.72,24200.19,3116.41,11387.9,835.64,10925.58,9523.68,10535.9,8650.26,-3032.06,18528.43,-2194.58,2993.93,2149.25,7462.85,7111.7,7743.31,5754.68,5693.93,390.44,21248.02,10153.28,3696.26,4446.83,2300.35,6016.37,5508.01,10367.63,5918.74
1889597,9126.4,6923.18,9029.79,2541.44,24215.52,3130.81,11400.64,846.82,10926.34,9501.64,10564.95,8663.27,-3022.54,18520.43,-2174.02,3014.49,2163.96,7470.36,7199.23,7742.78,5778.95,5708.77,401.21,21278.46,10159.94,3727.42,4464.63,2312.29,5996.12,5507.74,10378.99,5952.81
1889598,9109.01,6920.41,9006.64,2499.68,24191.78,3109.35,11371.94,807.84,10885.93,9494.66,10541.93,8632.15,-3067.64,18439.21,-2200.04,2994.19,2133.03,7418.72,7167.49,7740.23,5758.3,5681.86,354.19,21190.53,10157.3,3712.13,4451.22,2276.26,5993.13,5561.29,10410.91,6012.53
1889599,9118.35,6928.06,9010.48,2501.56,24189.01,3106.8,11369.93,809.13,10910.29,9550.54,10535.41,8632.24,-3063.04,18459.55,-2211.17,2985.79,2131.78,7427.53,7148.58,7743.27,5747.97,5681.41,361.87,21203.71,10144.12,3703.59,4449.25,2275.9,5966.93,5634.03,10425.35,6033.23
1889600,9123.58,6922.83,9014.82,2511.62,24201.71,3113.02,11371.81,819.68,10939.66,9572.63,10541.35,8640.56,-3045.96,18504.92,-2204.11,2991.69,2141.61,7456.27,7148.89,7772.42,5752.62,5688.65,382.66,21342.65,10126.19,3703.19,4444.55,2272.68,5975.65,5621.64,10386.54,5986.29
1889601,9112.76,6918.8,9007.84,2496.02,24206.31,3111.85,11360.72,806.85,10926.29,9575.08,10545.87,8633.9,-3060.76,18488.78,-2208.04,2999.11,2138.88,7441.88,7134.01,7794.9,5759.82,5685.12,364.91,21319.05,10161.95,3704.62,4434.81,2255.25,5938.37,5570.99,10339.51,5911.46
1889602,9090.72,6897.84,8986.03,2475.19,24183.87,3090.8,11338.1,777.44,10887.27,9545.27,10526.69,8610.74,-3100.99,18423.11,-2213.54,2979.04,2119.75,7394.14,7088.68,7739.78,5739.3,5664.96,324.23,21099.11,10138.44,3684.73,4417.29,2229.63,5959.11,5507.47,10313.63,5841.36
1889603,9092.87,6891.09,8989.47,2488.29,24181.28,3094.69,11345.52,789.82,10893.35,9537.49,10528.74,8616.96,-3090.35,18413.64,-2198.56,2982.08,2127.84,7401.74,7102.71,7638.89,5743.95,5671.13,334.65,21107.74,10117.61,3686.07,4425.33,2239.64,5995.01,5490.84,10337.37,5853.65
1889604,9104.54,6905.3,9008.6,2524.05,24174.48,3117.67,11371.72,823.62,10921.69,9548.49,10552.17,8638.99,-3053.16,18436.21,-2173.75,3006.44,2149.75,7432.89,7154.93,7618.82,5768.9,5691.47,366.3,21200.14,10115.51,3704.35,4452.15,2274.29,6012.04,5513.77,10381.76,5897.78
1889605,9108.02,6927.74,9016.96,2530.62,24174.57,3121.2,11381.87,831.62,10924.15,9542.14,10555.7,8644.67,-3047.97,18468.71,-2182.29,3008.99,2154.89,7442.77,7157.61,7725.57,5769.43,5695.94,380.38,21217.97,10152.12,3702.16,4463.6,2290.92,6003.28,5559.55,10432.77,5968.85
1889606,9109.5,6936.24,9012.98,2520.29,24188.66,3107.25,11375.83,827.33,10912.3,9526.94,10540.86,8637.97,-3050.3,18457.58,-2199.37,2989.9,2149.16,7443.31,7152.38,7777.69,5751.37,5688.3,379.93,21252.66,10174.2,3696.22,4454.3,2282.6,5986.6,5547.08,10426.95,5993.75
1889607,9123.13,6939.28,9020.18,2531.07,24185.79,3107.97,11380.21,830.9,10918.02,9540.48,10543.27,8642.39,-3047.62,18459.01,-2195.21,2993.66,2151.04,7446.17,7152.29,7748.68,5757.27,5691.25,383.06,21274.57,10184.17,3710.34,4458.99,2289.98,5970.69,5597.41,10447.83,5999.16
1889608,9125.81,6928.15,9015.49,2516.27,24196.12,3104.88,11372.61,816.96,10915.03,9553.98,10542.56,8638.68,-3061.38,18438.09,-2193.91,2994.37,2146.62,7434.1,7123.86,7780.15,5761.43,5686.46,370.77,21236.62,10215.28,3716.25,4450.05,2274.74,5972.34,5598.22,10452.39,5984.46
1889609,9123.27,6909.33,9010.03,2505.14,24222.36,3101.62,11361.93,801.49,10910.65,9545.36,10536.17,8632.33,-3074.21,18428.48,-2209.92,2981.54,2141.21,7420.65,7100.17,7751.63,5741.09,5678.28,350.07,21172.2,10086.72,3685.04,4434.63,2244.38,5972.34,5574.84,10412.34,5903.45
1889610,9111.06,6916.52,8998.28,2498.3,24205.29,3094.78,11354.19,797.24,10896.56,9535.43,10530.98,8625.49,-3078.82,18464.51,-2213.67,2976.63,2136.69,7415.91,7095.07,7707.24,5735.59,5674.62,345.07,21144.75,10054.89,3676.41,4434.63,2245.46,5990.54,5570.41,10425.97,5890.98
1889611,9099.8,6898.46,8990.27,2492.67,24175.92,3090.13,11348.61,794.47,10875.96,9533.96,10529.91,8624.33,-3081.5,18462.72,-2206.56,2978.1,2135.22,7410.36,7088.27,7713.9,5731.52,5670.19,339.3,21143.23,10090.65,3661.17,4421.62,2235.09,6012.98,5498.62,10379.39,5826.12
1889612,9096.76,6901.59,8993.31,2504.83,24195.5,3090.49,11355.94,802.29,10887.31,9527.57,10530.85,8626.21,-3073.1,18446.05,-2221.81,2977.03,2137.36,7412.78,7134.63,7714.53,5731.34,5670.95,345.33,21192.09,10098.79,3667.65,4435.21,2250.55,6001.22,5497.86,10402.19,5841.63
1889613,9105.16,6929.53,9004.58,2519.94,24215.48,3099.02,11371.41,815.21,10918.07,9529.04,10538.36,8636.85,-3056.15,18446.31,-2207.32,2984.36,2149.08,7433.25,7160.96,7729.72,5742.92,5683.91,370.32,21233.49,10123.91,3687.41,4456.89,2278.18,6020.31,5553.38,10466.2,5942.43
1889614,9109.27,6939.41,9009.18,2520.11,24207.43,3103.14,11375.74,820.35,10924.06,9528.73,10542.07,8644.05,-3048.73,18461.33,-2192.93,2988.79,2155.56,7445.01,7139.01,7731.42,5744.67,5688.03,378.5,21243.1,10117.92,3682.41,4456.71,2282.29,6020.76,5523.07,10428.12,5894.78
1889615,9117.86,6923.63,9015.98,2525.57,24190.04,3111.18,11381.37,826.93,10920.44,9532.35,10547.25,8645.48,-3044.84,18477.11,-2206.97,2992.23,2154.17,7446.75,7096.41,7740.54,5747.93,5688.07,381.01,21202.55,10121.0,3692.6,4462.7,2289.53,6010.7,5580.52,10469.02,5961.84
1889616,9121.26,6907.14,9019.29,2530.71,24193.22,3115.83,11379.59,826.52,10919.14,9541.92,10551.86,8645.92,-3045.83,18494.95,-2210.01,2994.95,2151.04,7446.98,7087.07,7744.21,5751.91,5686.15,374.35,21195.09,10129.32,3699.75,4456.45,2276.35,5997.2,5596.25,10442.15,5953.25
1889617,9123.67,6921.4,9020.23,2528.56,24203.41,3121.11,11376.32,825.45,10908.68,9540.66,10556.24,8644.36,-3046.59,18495.35,-2198.83,2997.59,2149.3,7446.17,7068.25,7739.16,5750.7,5684.85,370.19,21204.52,10121.63,3697.92,4448.58,2269.69,5984.41,5591.87,10424.9,5935.42
1889618,9114.06,6913.84,9009.99,2519.98,24201.44,3113.15,11365.24,814.59,10896.25,9496.99,10550.16,8635.42,-3056.2,18462.72,-2203.17,2990.08,2141.83,7435.89,7134.23,7683.32,5738.32,5675.15,362.46,21230.09,10110.23,3672.12,4428.33,2260.07,6018.48,5521.15,10359.18,5842.08
1889619,9108.6,6904.68,9007.44,2531.92,24187.63,3115.92,11368.9,817.45,10917.89,9533.73,10551.19,8633.32,-3059.24,18459.37,-2202.14,2989.59,2138.3,7425.2,7165.92,7646.58,5738.14,5672.65,350.43,21233.49,10100.57,3666.4,4430.29,2248.5,6003.14,5523.79,10382.65,5856.34
1889620,9138.64,6942.18,9036.36,2551.63,24218.34,3139.93,11400.42,851.47,10951.55,9595.07,10572.91,8665.59,-3021.24,18541.26,-2156.32,3014.45,2170.76,7470.89,7184.43,7738.76,5768.23,5703.09,390.62,21286.24,10131.46,3691.08,4457.65,2279.83,5987.32,5513.19,10394.37,5871.04
1889621,9140.39,6958.99,9038.11,2548.9,24237.38,3135.91,11407.48,859.2,10940.78,9568.96,10570.01,8668.72,-3007.25,18541.49,-2143.85,3015.34,2176.48,7489.0,7208.12,7764.15,5771.49,5710.65,417.8,21351.73,10151.76,3703.06,4479.02,2317.25,6016.24,5536.35,10431.92,5914.41
1889622,9118.35,6925.69,9016.25,2523.82,24225.89,3107.07,11381.91,824.91,10907.34,9535.16,10542.11,8640.2,-3045.83,18476.8,-2192.88,2986.51,2147.06,7443.04,7160.92,7735.89,5741.72,5683.33,379.67,21281.45,10127.13,3675.12,4455.51,2288.73,6009.8,5513.64,10410.24,5931.17
1889623,9115.89,6916.34,9015.26,2518.06,24217.85,3103.09,11376.1,815.57,10916.55,9528.64,10536.79,8630.41,-3061.88,18457.04,-2209.29,2977.21,2135.31,7422.52,7135.44,7747.92,5733.58,5672.25,358.7,21206.26,10126.73,3675.74,4453.54,2267.18,5990.54,5546.0,10403.84,5963.62
1889624,9130.37,6942.41,9026.39,2520.56,24218.56,3117.0,11384.64,827.46,10937.56,9547.06,10550.69,8640.38,-3050.57,18477.87,-2197.58,2992.23,2144.65,7436.6,7164.23,7764.37,5750.48,5682.04,368.18,21230.04,10148.76,3698.77,4462.93,2269.51,5992.19,5609.66,10421.63,5990.04
1889625,9129.97,6927.34,9016.74,2505.14,24205.91,3107.61,11370.38,810.34,10919.99,9540.35,10540.23,8629.96,-3068.31,18462.72,-2219.13,2980.78,2133.38,7419.39,7136.87,7736.43,5740.06,5671.35,350.12,21193.75,10133.16,3686.83,4443.44,2248.94,5985.75,5603.45,10408.63,5954.5
1889626,9128.85,6899.04,9012.36,2508.31,24211.81,3104.61,11365.77,803.01,10913.69,9545.4,10537.69,8626.75,-3076.27,18461.78,-2215.46,2978.86,2130.17,7412.6,7120.68,7730.48,5735.1,5668.67,339.34,21187.4,10115.86,3674.63,4432.08,2232.4,5995.14,5563.53,10377.07,5881.59
1889627,9131.63,6906.6,9016.16,2517.97,24214.14,3109.75,11371.54,809.67,10916.06,9547.68,10543.94,8633.76,-3067.64,18470.95,-2206.21,2987.67,2137.85,7423.6,7089.66,7740.99,5742.92,5675.69,347.48,21202.15,10125.83,3677.71,4436.2,2237.23,6016.55,5546.72,10359.68,5842.79
1889628,9143.16,6937.36,9029.26,2525.43,24227.41,3121.82,11385.84,824.82,10930.18,9556.35,10556.42,8645.97,-3049.14,18490.97,-2191.32,3001.88,2152.07,7439.73,7094.94,7752.52,5759.96,5689.59,359.77,21200.0,10150.37,3699.71,4454.17,2252.21,6021.02,5579.08,10374.96,5831.48
1889629,9130.6,6928.64,9018.39,2516.4,24209.31,3106.4,11378.38,825.41,10922.27,9532.71,10537.28,8629.43,-3050.92,18466.39,-2215.77,2979.0,2133.83,7432.98,7111.61,7717.57,5731.79,5669.43,354.32,21213.77,10106.92,3674.05,4445.05,2256.01,6007.39,5579.4,10399.42,5878.91
1889630,9093.67,6871.73,8981.74,2494.28,24166.97,3063.8,11343.47,802.43,10888.03,9483.76,10490.84,8589.28,-3078.46,18402.55,-2270.89,2927.72,2088.9,7395.61,7123.99,7655.52,5671.35,5618.83,314.76,21224.46,10022.84,3596.75,4387.07,2213.54,5971.27,5434.07,10324.23,5881.91
1889631,9073.11,6849.51,8963.09,2486.72,24150.34,3044.49,11324.2,784.05,10862.28,9467.89,10471.75,8568.59,-3098.26,18389.5,-2281.71,2909.44,2067.85,7373.53,7096.41,7640.81,5652.62,5596.65,293.66,21217.3,10016.8,3575.39,4362.3,2189.17,5960.23,5370.41,10264.86,5841.0
1889632,9059.65,6878.3,8949.01,2471.48,24134.3,3033.53,11306.23,759.33,10851.06,9461.9,10461.33,8551.46,-3120.8,18395.84,-2265.62,2902.55,2052.61,7361.64,7075.58,7626.86,5646.9,5585.21,281.59,21179.75,10017.87,3581.82,4360.02,2181.04,5945.83,5425.57,10273.93,5840.11
1889633,9096.22,6907.99,8980.08,2475.46,24173.1,3068.22,11326.93,769.84,10874.48,9506.06,10498.21,8578.91,-3106.0,18417.57,-2218.05,2944.44,2081.93,7384.44,7141.83,7637.1,5688.3,5618.47,312.88,21211.94,10059.94,3620.27,4384.88,2211.71,5972.7,5496.47,10307.55,5879.89
1889634,9148.61,6913.53,9026.13,2517.3,24230.59,3117.13,11365.91,802.38,10913.33,9559.8,10549.89,8625.67,-3071.58,18475.73,-2178.49,2998.98,2130.34,7421.27,7157.57,7710.19,5745.74,5668.67,347.48,21242.92,10120.15,3668.82,4423.63,2237.77,6004.97,5493.12,10291.99,5833.76
1889635,9174.99,6934.32,9051.29,2541.21,24251.06,3142.12,11392.15,829.79,10936.08,9573.12,10571.08,8649.81,-3046.27,18512.3,-2184.75,3015.21,2156.18,7442.91,7149.03,7761.29,5764.65,5698.4,367.15,21222.4,10124.4,3698.41,4463.78,2264.81,6031.84,5543.59,10358.56,5892.19
1889636,9224.39,7001.95,9103.42,2596.42,24306.09,3193.08,11444.45,885.4,10999.2,9617.82,10622.49,8705.16,-2990.8,18561.51,-2115.06,3067.51,2212.96,7497.76,7222.92,7840.46,5818.65,5754.59,420.08,21290.66,10188.82,3749.42,4516.26,2314.12,6056.61,5561.74,10400.31,5931.66
1889637,9222.51,7010.58,9104.49,2603.13,24300.06,3191.92,11450.4,898.05,11005.73,9607.63,10621.73,8705.51,-2979.09,18562.45,-2130.88,3067.11,2214.83,7505.27,7230.48,7822.17,5820.98,5758.26,433.45,21308.05,10204.29,3758.31,4533.51,2340.94,6055.09,5563.62,10446.49,5980.84
1889638,9206.55,6996.5,9087.59,2586.5,24280.52,3172.25,11435.78,887.72,10982.57,9592.61,10602.24,8685.4,-2990.31,18544.84,-2153.46,3047.3,2195.12,7492.44,7204.55,7800.49,5802.47,5739.7,424.95,21257.0,10180.73,3744.72,4521.71,2337.14,6044.81,5613.55,10488.47,6055.58
1889639,9227.29,7016.53,9103.51,2606.21,24295.68,3182.44,11448.12,905.51,11007.03,9615.27,10612.79,8698.09,-2970.9,18581.94,-2116.98,3061.07,2205.76,7514.21,7260.7,7816.23,5813.73,5746.81,440.73,21309.93,10183.14,3746.55,4520.69,2343.94,6014.18,5580.92,10456.46,6021.65
1889640,9233.91,7017.29,9108.65,2607.02,24293.35,3186.42,11448.7,907.03,11006.76,9621.13,10618.69,8697.69,-2967.06,18582.84,-2119.21,3071.84,2206.25,7523.87,7282.2,7790.43,5827.37,5749.81,454.68,21445.47,10235.44,3771.32,4528.64,2357.17,6021.52,5615.65,10468.8,6037.47
1889641,9234.18,7010.45,9105.83,2597.09,24289.19,3185.44,11439.44,890.18,10990.58,9617.11,10618.69,8690.67,-2986.73,18549.94,-2160.43,3072.83,2198.92,7501.83,7209.91,7784.93,5836.8,5746.77,430.18,21352.67,10275.32,3795.24,4526.23,2330.8,5966.49,5664.56,10469.07,6032.33
1889642,9224.48,6993.46,9090.05,2577.96,24276.59,3167.33,11416.42,860.86,10962.46,9594.75,10595.22,8669.53,-3017.66,18502.82,-2163.96,3042.65,2175.9,7467.9,7081.57,7787.39,5800.68,5723.75,390.71,21178.59,10192.17,3753.93,4499.67,2291.46,5986.42,5678.91,10431.83,5965.9
1889643,9214.15,6988.63,9073.51,2568.48,24260.05,3147.39,11398.94,851.29,10960.18,9568.29,10569.25,8651.06,-3030.67,18507.29,-2180.82,3011.14,2154.62,7456.23,7137.85,7772.15,5761.97,5699.02,377.25,21256.78,10137.45,3696.35,4460.34,2270.53,6011.86,5588.7,10374.83,5913.65
1889644,9213.97,6993.82,9072.35,2575.77,24262.1,3145.29,11398.09,849.19,10960.98,9565.29,10566.92,8647.76,-3044.75,18497.32,-2165.97,3009.57,2149.92,7438.79,7201.64,7747.29,5755.93,5692.01,363.35,21243.32,10113.0,3686.2,4452.78,2264.1,5984.14,5507.47,10329.68,5860.58
1889645,9225.95,7015.27,9083.48,2590.43,24267.56,3155.26,11413.43,863.85,10967.02,9562.17,10574.7,8658.8,-3028.53,18505.59,-2168.88,3017.53,2160.74,7455.25,7153.85,7749.39,5760.0,5700.77,379.58,21205.68,10106.52,3685.27,4464.14,2283.77,6008.86,5489.1,10345.86,5889.19
1889646,9235.7,7032.35,9095.24,2598.66,24259.42,3161.12,11426.97,882.58,10972.43,9557.29,10579.04,8667.07,-3010.15,18513.1,-2195.48,3019.9,2169.42,7470.04,7116.48,7751.81,5767.11,5709.26,390.89,21193.25,10122.57,3700.06,4484.16,2297.49,6023.35,5503.04,10378.76,5932.56
1889647,9243.25,7045.4,9104.13,2614.22,24247.53,3162.37,11434.66,891.79,10986.06,9564.71,10579.71,8670.6,-2999.47,18522.13,-2191.41,3020.21,2171.92,7481.4,7126.14,7742.33,5767.02,5711.81,403.05,21218.2,10117.38,3701.4,4488.1,2310.32,6015.35,5521.82,10408.0,5981.82
1889648,9255.01,7060.51,9111.2,2619.76,24283.65,3164.02,11431.17,883.16,10988.52,9578.26,10579.93,8664.79,-3006.85,18519.45,-2170.0,3021.78,2165.39,7474.78,7168.12,7751.54,5765.81,5705.46,399.69,21238.05,10120.96,3703.15,4482.78,2308.35,6006.45,5540.1,10410.59,5990.76
1889649,9273.47,7066.77,9117.95,2622.35,24298.54,3167.51,11427.87,881.28,10989.59,9589.97,10582.34,8661.93,-3015.34,18505.1,-2162.26,3026.29,2161.23,7464.77,7187.65,7761.78,5770.82,5703.14,391.96,21255.08,10158.11,3714.46,4480.54,2300.62,6017.49,5575.69,10405.36,5970.24
1889650,9285.81,7070.57,9122.69,2635.81,24298.18,3171.67,11427.6,889.55,11004.61,9594.17,10585.16,8664.47,-3011.41,18522.8,-2160.56,3029.2,2162.04,7467.18,7177.77,7761.82,5773.72,5705.06,388.83,21256.82,10162.31,3717.05,4476.38,2288.01,6007.61,5591.2,10400.58,5958.26
1889651,9286.3,7054.03,9120.58,2636.08,24300.19,3174.04,11426.12,887.63,11007.47,9594.89,10588.42,8666.84,-3010.6,18544.12,-2155.2,3032.68,2165.48,7470.53,7154.93,7773.31,5776.85,5708.05,388.21,21255.35,10153.46,3714.64,4470.04,2282.43,6007.52,5517.26,10351.54,5893.93
1889652,9287.78,7042.68,9121.21,2649.4,24298.63,3175.24,11429.7,897.29,11002.42,9594.26,10590.84,8670.11,-2999.65,18523.43,-2151.71,3037.2,2169.77,7477.06,7128.73,7806.26,5784.36,5713.42,394.87,21226.96,10169.55,3725.05,4473.88,2290.96,6020.58,5505.46,10351.23,5887.63
1889653,9286.03,7068.69,9120.41,2669.69,24291.88,3169.16,11434.88,913.69,10993.26,9577.9,10581.27,8670.51,-2986.28,18514.13,-2169.33,3024.37,2167.45,7482.34,7186.44,7763.03,5768.45,5709.22,400.99,21279.22,10132.98,3704.09,4471.91,2300.71,6030.68,5498.44,10355.7,5897.6
1889654,9294.12,7109.46,9131.22,2674.92,24303.95,3176.18,11446.02,917.85,11024.6,9583.44,10590.17,8676.63,-2991.29,18536.84,-2144.07,3035.19,2173.62,7478.8,7235.17,7765.26,5779.94,5714.36,399.47,21281.41,10178.14,3713.47,4479.16,2304.38,5994.6,5500.94,10371.25,5925.63
1889655,9319.96,7133.29,9155.05,2683.1,24313.6,3192.32,11467.07,936.99,11057.41,9584.96,10602.51,8692.77,-2972.07,18545.91,-2161.82,3044.67,2189.67,7498.03,7263.2,7778.09,5789.01,5729.96,422.63,21300.85,10157.79,3730.77,4502.76,2333.57,5994.69,5547.88,10422.13,5987.94
1889656,9327.87,7130.88,9161.49,2680.82,24307.88,3194.65,11471.09,937.7,11044.53,9571.24,10603.27,8695.32,-2968.09,18553.29,-2173.22,3038.23,2191.95,7502.85,7226.9,7727.8,5777.84,5730.9,429.56,21303.81,10141.39,3723.53,4506.92,2338.35,6019.37,5576.13,10445.69,6016.78
1889657,9330.87,7132.58,9163.23,2663.34,24313.91,3200.1,11464.34,918.79,11027.86,9590.33,10612.16,8692.55,-2984.05,18556.24,-2170.94,3051.19,2188.77,7488.68,7198.33,7690.74,5793.39,5729.02,408.86,21262.28,10184.97,3740.48,4503.12,2310.99,5980.75,5593.17,10437.91,5996.53
1889658,9338.6,7123.72,9168.69,2646.36,24326.66,3209.84,11464.39,911.64,11024.01,9603.61,10620.12,8696.53,-2985.39,18557.13,-2182.25,3058.52,2192.21,7492.93,7210.36,7736.48,5802.78,5734.61,416.32,21298.71,10179.48,3750.53,4507.81,2320.33,5978.56,5610.56,10435.72,5962.15
1889659,9335.03,7122.03,9161.44,2646.36,24331.39,3205.87,11457.28,907.17,11023.12,9584.92,10613.1,8693.85,-2983.51,18571.22,-2179.12,3045.87,2187.74,7498.38,7235.39,7746.4,5784.01,5727.68,422.0,21353.65,10127.49,3721.03,4482.6,2314.34,5992.77,5557.58,10380.82,5903.72
